Tên sản phẩm,Mã sản phẩm,Mã giảm giá,Mức giảm tối thiểu,Mức giảm tối đa,Phương thức thanh toán nhận khuyến mãi,Price,Old Price,Thời gian sử dụng pin (tháng),Đối tượng sử dụng:,Đường kính mặt (mm),Độ dày mặt (mm),Nguồn năng lượng:,Mức kháng nước (ATM),Chất liệu mặt kính:,Thương hiệu của:,Bình luận
CITIZEN,BI510457E,VNPAYTGDD4,50000,100000,VNPAY-QR,3963000,5285000,24.0,Nam,41.0,9.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
ELIO Nắng Xuân,EL06302,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,990000,36.0,Nữ,32.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đồng hồ rất đẹp ! 
Bạn Tú tư vấn rất tuyệt vời"
MVW Hồn Việt,MLA08603HV,VNPAYTGDD4,50000,100000,VNPAY-QR,1990000,3490000,N/A,Nam,43.0,12.4,Cơ tự động,5.0,Kính Sapphire,Việt Nam,Đồng hồ đẹp kiểu dáng trẻ trung nhưng chạy lệch khoảng 2530s 1 ngày mua 5 đem ra bảo hành thử kq là vẫn vậy trong mặt đồng hồ thì có bụi mặt sau thì bị trầy khá nhiều do lấy sản phẩm buổi tối nên ko để ý kĩ về xem lại mới thấy
EDIFICE CASIO,ECB2200DC1ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,5210000,8811000,18.0,Nam,48.2,11.9,Ánh sáng,10.0,Kính khoáng Mineral,Nhật Bản,N/A
ORIENT Sun & Moon,RAAK0011D10B,VNPAYTGDD4,50000,100000,VNPAY-QR,7990000,13080000,N/A,Nam,42.5,14.0,Cơ tự động,5.0,Kính Sapphire,Nhật Bản,N/A
MVW,MS07901,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,1490000,36.0,Nam,41.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Ngày nhảy chậm vs thứ củng nhảy nữa rồi ngưng đó xíu nhảy tiếp
MVW,MS07801,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,36.0,Nam,39.6,9.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Đồng hồ bị mờ màn hình có dán mặt kiếng đc k ạ
ELIO Flower,ES11902,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,30.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,SP OK nhưng khâu bán hàng tệ. Đánh giá 1 và chê. Thất vọng với cách làm việc của TGDD.
ELIO Flower,EL10503,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,990000,24.0,Nữ,35.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đẹp lắm ạ
ELIO,ES11602,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,31.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hồ rất đẹp lun
Q&Q,C20A002VY,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nam,44.0,10.3,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
Q&Q,Q06A001PY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,690000,24.0,Nữ,22.0,9.2,Pin,3.0,Kính khoáng Mineral,Nhật Bản,N/A
Q&Q,CE02J422Y,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1490000,24.0,Nam,44.0,9.9,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
Q&Q,C53A004VY,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nữ,29.0,7.6,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
ELIO,EL09501,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,30.0,7.8,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đồng xinh lắm ạ. Mình săn sale giá 212k, lấy hàng tại store nhưng các bạn rất nhiệt tình hỗ trợ mình.rcm Bác bv cn hậu giang siêu dễ thương nữa"
ELIO Flower,ES11001,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,990000,24.0,Nữ,28.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Tốt
ELIO,ES11803,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nữ,34.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,đh đep sang
MVW Elegant,MS09602ELE,VNPAYTGDD4,50000,100000,VNPAY-QR,1290000,2490000,36.0,Nam,40.0,9.5,Pin,5.0,Kính Sapphire,Việt Nam,N/A
ELIO,ES14101,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,30.0,7.8,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
ELIO,EC02102,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,29.0,8.7,Pin,3.0,Kính khoáng Mineral,Việt Nam,Tốt trong tầm giá
MVW Elegant,MS09601ELE,VNPAYTGDD4,50000,100000,VNPAY-QR,1290000,2490000,36.0,Nam,40.0,9.5,Pin,5.0,Kính Sapphire,Việt Nam,N/A
ELIO,EC01802,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,32.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Tôi được chồng tặng vào 20102023, lúc mua hơn 900k. Đeo đến cuối tháng 122023 thì ĐH bị đứng kim, không chạy nữa,.... ck tôi có đến TGDĐ bảo hành, giữ đồng hồ tôi khoảng 15 ngày, khi ck tối lại lấy la OK. Về nhà tôi chưa đeo nữa thì thấy kim không chạy,.... quá thất vọng"
ELIO Flower,EL12903,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nữ,32.0,9.2,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng tốt mẫu mã đẹp nói chung nên mua
SMILE KID,SL03001,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,18.0,Trẻ em,30.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Kim đồng hồ quá to
SMILE KID,SL02801,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,18.0,Trẻ em,30.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Okfokkđokojokoo
ELIO,EL12603,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,1190000,24.0,Nữ,30.5,8.6,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đẹp
TITAN,9162SL04,VNPAYTGDD4,50000,100000,VNPAY-QR,1170000,2340000,18.0,Nam,36.1,8.5,Pin,3.0,Kính khoáng Mineral,Ấn Độ,Uh truoc mat là rất ok. Con theo giỏi về sau xem sao
ELIO Flower,EL12902,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nữ,32.0,9.2,Pin,3.0,Kính khoáng Mineral,Việt Nam,Mặt đồng hồ đụng rất nhẹ đã có vết trầy xước rồi. Rõ chán
TITAN Neo IV,1805SL01,VNPAYTGDD4,50000,100000,VNPAY-QR,1320000,2640000,18.0,Nam,42.0,11.2,Pin,5.0,Kính khoáng Mineral,Ấn Độ,Đẹp so với tầm giá
KORLEX,KS02001,VNPAYTGDD4,50000,100000,VNPAY-QR,1250000,2500000,36.0,Nữ,34.0,9.0,Pin,5.0,Kính Sapphire,Việt Nam,"Dịch vụ rât tốt, nhân viên nhiệt tình"
CASIO,LTPV005G7AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,774000,1192000,36.0,Nữ,28.0,7.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Chất lượng, hình thức tốt, giá cả phù hợp."
CASIO,LQ1427EDF,VNPAYTGDD4,50000,100000,VNPAY-QR,297000,458000,36.0,Nữ,22.0,8.0,Pin,3.0,Nhựa,Nhật Bản,N/A
CITIZEN,BI507201A,VNPAYTGDD4,50000,100000,VNPAY-QR,2763000,3685000,36.0,Nam,41.0,8.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Mới nhận đúng 7 ngày chết máy gửi đi kỹ thuật sửa chữa
Q&Q,S374J502Y,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1199000,36.0,Nam,44.0,12.5,Pin,10.0,Kính khoáng Mineral,Nhật Bản,Dùng tốt nhân viên rất nhiệt tình.
TITAN,1806SL03,VNPAYTGDD4,50000,100000,VNPAY-QR,1050000,2100000,18.0,Nam,48.0,7.0,Pin,5.0,Kính khoáng Mineral,Ấn Độ,"Quá đẹp trong tầm giá . Mặt kính sáng bóng , đeo có ánh sáng chiếu vào rất sang . Dây da may khá tốt , hài hoà . Mọi ng có xem model này thì nên mua ."
CASIO,LQ139BMV1BLDF,VNPAYTGDD4,50000,100000,VNPAY-QR,302000,466000,36.0,Nữ,25.0,8.0,Pin,3.0,Nhựa,Nhật Bản,"Đặt LQ139BMV1BLDF thì lại giao LQ139AMV7B3LDF. Em cũng tạm chấp nhận. Hàng mới mua về mà hư này nọ, hết pin. Đem ra 1 lần, về vẫn không chạy, vẫn sai giờ. Không có nhiêu tiền hết, mà giờ phải chờ gửi hãng nữa tháng. Tốn thêm thời gian đi tới đi lui.Nhưng bù lại 1 khoảng là nhân viên hỗ trợ nhiệt tình."
CASIO,LTPV005D2BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,577000,889000,36.0,Nữ,28.2,8.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Mẫu mã đẹp, thanh lịch dành cho nữ. Chất lượng tốt, đi mưa vẫn không lo nước vào."
CASIO,LRW200H4CVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,590000,939000,24.0,Nữ,32.6,11.6,Pin,10.0,Nhựa,Nhật Bản,"Casio dùng ổn áp, bảo hành pin chọn đời"
CASIO,LTP1183G7ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,1084000,1668000,36.0,Nữ,25.0,8.7,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Đồng hồ đẹp, sang, 25mm phù hợ cho các bạn nữ tay nhỏ nhắn."
CASIO,LTPV005GL9AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,538000,829000,36.0,Nữ,27.8,7.8,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Ok nè
CASIO,LTPV004D7BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1036000,36.0,Nữ,30.0,7.8,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Đã sử dụng được 1 thời gian thấy tốt, giá cả hợp lý chính sách bảo hành và hậu mãi tốt"
CASIO,LTP1314L7AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,881000,1356000,36.0,Nữ,31.0,9.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Đẹp đẹp đẹp
ORIENT,FGW01002W0,VNPAYTGDD4,50000,100000,VNPAY-QR,3490000,5440000,36.0,Nam,38.0,6.8,Pin,5.0,Kính Sapphire,Nhật Bản,"Mua được vài ngày thì cái vòng móc dây da đã bị đứt, hàng china gia công có khác."
ORIENT,RAAC0E02S10B,VNPAYTGDD4,50000,100000,VNPAY-QR,5010000,6680000,N/A,Nam,39.5,12.3,Cơ tự động,10.0,Kính khoáng Mineral,Nhật Bản,"Sản phẩm tốt, đẹp"
ORIENT,FGW01005B0,VNPAYTGDD4,50000,100000,VNPAY-QR,3724000,5730000,36.0,Nam,38.0,7.0,Pin,5.0,Kính Sapphire,Nhật Bản,Thiết kế sang trọng từ đồng hồ cho đến hộp đựng. Hãng cũng rất khéo khi không có kim giây để không phân biệt là đồng hồ pin hay cơ
CITIZEN,BI500681P,VNPAYTGDD4,50000,100000,VNPAY-QR,3288000,4385000,24.0,Nam,39.0,N/A,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Đẹp, đơn giản, lịch sự"
ELIO Nắng Xuân,EL05202,VNPAYTGDD4,50000,100000,VNPAY-QR,320000,1090000,36.0,Nữ,33.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Nhân viên tư vấn nhiệt tình,"
CITIZEN,BI500087E,VNPAYTGDD4,50000,100000,VNPAY-QR,2688000,3585000,24.0,Nam,39.0,8.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Mình nhận hàng thấy còn mới, có seal nhựa dán ở mặt lưng  mặt dây khoá.
Không có phiếu bảo hành hay hướng dẫn sử dụng trong hộp, có lẽ là hàng trưng bày.
Đồng hồ có tag kèm theo, có tem giấy chống giả dán ở mặt lưng."
CITIZEN,EU607451D,VNPAYTGDD4,50000,100000,VNPAY-QR,2600000,4000000,24.0,Nữ,28.0,7.7,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Dây đồng hồ sáng đẹp, trông sang trọng."
CITIZEN,BH300203A,VNPAYTGDD4,50000,100000,VNPAY-QR,2320000,3570000,24.0,Nam,25.0,7.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Sao không thấy có phiếu bảo hành vậy
ELIO Nắng Xuân,EL02802,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,1090000,36.0,Nữ,33.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Nữ mang đẹp. Mẫu dây đẹp nhưng không có màu khác. Về mua dây sáng màu thay là đẹp. Có điều hộp không phải của đồng hồ. Đồng hồ nữ mà ngoài hộp thấy male là không ổn rồi. Lưu ý hơn ạ Cám ơn MWG.
ELIO Nắng Xuân,EL03101,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,36.0,Nữ,32.0,10.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đẹp, giao hàng nhanh"
CITIZEN,EU608058D,VNPAYTGDD4,50000,100000,VNPAY-QR,2405000,3700000,24.0,Nữ,31.8,8.1,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Cái khoá nó bị quá dài so với cổ tay nữ, cắt bớt mắt thì nó lệch và kệch cỡm, mà để nguyên mắt cho nó cân bằng thì lỏng tay"
ELIO Nắng Xuân,EL04401,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,1090000,36.0,Nữ,31.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đẹp nha. Hộp đệp đồng hợp ai có cổ tay nhỏ và thích đeo mặt nhỏ
CITIZEN,BI507456A,VNPAYTGDD4,50000,100000,VNPAY-QR,3138000,4185000,24.0,Nam,40.5,7.9,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Ok tốt
ELIO Nắng Xuân,EL04301,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,890000,36.0,Nữ,32.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hồ đẹp
ELIO Nàng Thơ,ES04001,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,36.0,Nữ,26.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,tốt
ORIENT Mako,RAAA0810N19B,VNPAYTGDD4,50000,100000,VNPAY-QR,6990000,11460000,N/A,Nam,41.8,12.8,Cơ tự động,20.0,Kính Sapphire,Nhật Bản,Ok
ELIO,ES045,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,1090000,36.0,Nam,41.0,6.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đẹp, chế độ thay pin miễn phí trọn đời"
ELIO Nàng Thơ,ES03701,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,1090000,36.0,Nữ,28.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hồ xinh
ELIO,ES06101,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,36.0,Nam,41.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,rất là ok.
CASIO,LTP1165A1CDF,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1439000,36.0,Nữ,21.0,8.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Nhân viên giao hàng chu đáo, nhiệt tình."
NAKZEN,SL4090G7,VNPAYTGDD4,50000,100000,VNPAY-QR,715000,1430000,24.0,Nam,39.0,7.8,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Dùng ok
NAKZEN,SL4072GBN7NR,VNPAYTGDD4,50000,100000,VNPAY-QR,715000,1430000,24.0,Nam,38.0,7.4,Pin,3.0,Kính khoáng Mineral,Nhật Bản,oke chắc màu đen sẽ đẹp hơn nữa 
SMILE KID,SL12505,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,12.0,Trẻ em,29.0,9.8,Pin,3.0,Nhựa,Việt Nam,Co ban chưa có vấn đề gì
SMILE KID,SL12902,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,250000,12.0,Trẻ em,39.5,12.2,Pin,3.0,Nhựa,Việt Nam,Tuyệt vs bé thích lắm
CASIO,MTPVD03B1AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1359000,1813000,36.0,Nam,41.0,9.6,Pin,1.0,Kính khoáng Mineral,Nhật Bản,Thấy đẹp không dám đeo.hii
EYKI,EYC01701,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,990000,24.0,Nam,40.0,8.8,Pin,3.0,Kính khoáng Mineral,Trung Quốc,Tốt đi mưa rửa tay thoải mái
EYKI,EYS00403,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,37.0,10.6,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
EYKI,EYS00901,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,35.0,9.3,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
EYKI,EYL01301,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,35.0,9.3,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
EYKI,EYS00501,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,890000,24.0,Nữ,34.0,8.0,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
CASIO,MTPVD03L1AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,991000,1322000,36.0,Nam,41.0,9.6,Pin,1.0,Kính khoáng Mineral,Nhật Bản,"Đồng hồ thiết kế sang trọng, vừa tay"
Q&Q,C09A005PY,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nữ,30.0,7.9,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Dạ tốt lắm ạ
EYKI,EYS00601,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,990000,24.0,Nữ,32.5,7.8,Pin,3.0,Kính khoáng Mineral,Trung Quốc,Đồng hồ đẹp. Rất ưng . Rất sáng và bóng nữa.
CITIZEN,BM855081A,VNPAYTGDD4,50000,100000,VNPAY-QR,4338000,5785000,60.0,Nam,41.8,10.1,Ánh sáng,10.0,Kính khoáng Mineral,Nhật Bản,Không chuyên nghiệp không hiểu  rõ về  sản phẩm khi tư vấn cách nói chuyện  của quản lý siêu thị không dc thiện cảm ăn mặc  sộc sệch thiếu  tôn trọng khi gặp  khách hàng
ELIO,EL13802,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,35.0,8.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,Sp đẹp săn sale đc giá tốt.
ELIO,EL14002,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,32.0,8.7,Pin,3.0,Kính khoáng Mineral,Việt Nam,Quá đẹp
CITIZEN,AK500003A,VNPAYTGDD4,50000,100000,VNPAY-QR,2838000,3785000,12.0,Nam,41.0,10.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
ELIO Flower,EL09301,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,990000,24.0,Nữ,28.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đẹp, bền,"
ELIO,EL10702,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nam,40.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,sản phẩm rất tốt rất sang trọng
Q&Q,S279J302Y,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,940000,36.0,Nữ,30.0,7.5,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Đồng hồ đẹp,giá tốt, giao hàng nhanh !"
ELIO,ES09202,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,32.0,7.9,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Sản phẩm rất ok
Nhân viên nhiệt tình"
Q&Q,S283J202Y,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,910000,36.0,Nữ,30.0,8.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Sản phẩm tốt. Mọi người nên mua ạ.
Q&Q,S398J301Y,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,36.0,Nam,40.0,9.5,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Giay đồng hồ hơi có vấn đề
MVW Sport,ML08701,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,36.0,Nam,41.0,10.0,Pin,5.0,Kính Sapphire,Việt Nam,Tốt
CITIZEN,EM050073L,VNPAYTGDD4,50000,100000,VNPAY-QR,4150000,6385000,0.0,Nữ,32.0,7.0,Ánh sáng,5.0,Kính khoáng Mineral,Nhật Bản,Đồng hồ đẹp. Ảnh ngư nào bên ngoài như thế. Cảm ơn bạn Thảo My ở cửa hàng 351 Cầu Giấy đã nhiệt tình hỗ trợ tháo lắp dây các kiểu để điều chỉnh phù hợp với cổ tay của mình. Bạn ấy kiên nhẫn đến mình cũng thấy ngại vì làm phiền luôn ấy do cổ tay mình nhỏ quá nên điều chỉnh dây hơi khó. Vote 5 cho service của TGDD
TITAN,1802SL06,VNPAYTGDD4,50000,100000,VNPAY-QR,800000,1600000,18.0,Nam,41.0,7.7,Pin,5.0,Kính khoáng Mineral,Ấn Độ,Rất OK
GSHOCK 2100,GMAS2100MD4ADR,VNPAYTGDD4,50000,100000,VNPAY-QR,2919000,4491000,36.0,Nữ,42.9,11.2,Pin,20.0,Kính khoáng Mineral,Nhật Bản,N/A
MVW,MS06301,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1490000,24.0,Nam,42.0,9.0,Pin,5.0,Kính Sapphire,Việt Nam,tại sao trên trang web ghi là mặt 42mmnhưng thực tế là mặt 40mm nha đây là điểm trừ rất lớntổng thể thì sản phẩm ổn
CASIO,MTPB145D2A2VDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1694000,2259000,36.0,Nam,35.0,7.4,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
MVW Sun & Moon,ML08501SM,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,24.0,Nam,44.0,8.25,Pin,5.0,Kính Sapphire,Việt Nam,N/A
BABYG,BGD565SC4DR,VNPAYTGDD4,50000,100000,VNPAY-QR,1932000,2973000,36.0,Nữ,37.9,11.3,Pin,10.0,Kính khoáng Mineral,Nhật Bản,N/A
BABYG BGA280,BGA280BA4ADR,VNPAYTGDD4,50000,100000,VNPAY-QR,2158000,3321000,36.0,Nữ,43.4,14.8,Pin,10.0,Kính khoáng Mineral,Nhật Bản,N/A
MVW Elegant,MSA09701ELE,VNPAYTGDD4,50000,100000,VNPAY-QR,2290000,4490000,N/A,Nam,43.0,11.6,Cơ tự động,5.0,Kính Sapphire,Việt Nam,N/A
MVW Sport,MSC00302,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nam,44.0,13.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
BABYG,BGD565U4DR,VNPAYTGDD4,50000,100000,VNPAY-QR,1932000,2973000,36.0,Nữ,37.9,11.3,Pin,10.0,Kính khoáng Mineral,Nhật Bản,N/A
MVW Elegant,MSA09801ELE,VNPAYTGDD4,50000,100000,VNPAY-QR,2290000,4490000,N/A,Nam,43.0,11.6,Cơ tự động,5.0,Kính Sapphire,Việt Nam,Hiện tại chạy rất ổn định và sẽ tiếp tục ủng hộ và đồng hành với TGDD
ELIO Set quà,ES15301,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1390000,24.0,Nữ,32.0,9.3,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
ELIO,EL12704,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nữ,35.2,10.55,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
ELIO,EL12702,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nữ,35.2,10.55,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Hàng đẹp ok lắm, mn nên mua ạ"
ELIO,EL12701,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nữ,35.2,10.55,Pin,3.0,Kính khoáng Mineral,Việt Nam,Sản phẩm tốt
ELIO Set quà,ES15702,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1390000,24.0,Nữ,28.0,7.8,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Mua sản phẩm gần triệu mà sử dụng chưa được 2 tuần đã đứt mối hàn, mặc dù không va chạm mạnh. Nhắn tin chụp hình thì báo mang ra CH bảo hành, mang ra thì báo không chấp nhận bảo hành và lươn lẹo do hãng không bảo hành Vậy mà báo 1 đổi 1 30 ngày TGDD nay làm ăn quá chán, mn không nên mua sp này nhé"
MVW,ML07301,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1900000,18.0,Nam,40.0,9.2,Pin,5.0,Kính khoáng Mineral,Việt Nam,Sản phẩm rất tối nhé mọi người
MVW,MS08301,VNPAYTGDD4,50000,100000,VNPAY-QR,1290000,2500000,18.0,Nam,40.0,9.25,Pin,5.0,Kính khoáng Mineral,Việt Nam,Đồng hồ đẹp hiện tại xài tốt lắm
ELIO Set quà,ES15101,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1390000,24.0,Nữ,25.0,8.8,Pin,3.0,Kính khoáng Mineral,Việt Nam,"giờ mình mới nhớ cái việc đánh giá , khách quan mà nói thì bên thế giới di động oke lắm nói chuyện vs khách rất dth mà đơn mình đặt hoả tốc để kịp tặng cô, mình chấp nhận tiền ship cao gần gấp đôi để nhận sớm cái đợi đến tối để nhận bảo 8,9h tối là nhận được á không nhớ chính xác nữa xong cái thế giới di động điện bảo là không có hàng, hàng lỗi gì gì đó kêu phải đợi đến sáng mai hứa mình giao giờ đó xong mình cũng ráng đợi, cái đến h đã hứa vẫn điện bảo mình chờ đợi tiếp, cứ nghĩ thế giới di động trừ tiền ship ra nhưng không í, vẫn lấy nhiu đó tiền mà hàng thì chậm trễ. là hoả tốc dữ chưa biết trễ vậy mình chuyển thành giao hàng bình thường đợt được miếng tiền shipbù lại thì hộp quà chất lượng."
CASIO,LTPV002G7BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,917000,1411000,36.0,Nữ,25.0,9.2,Pin,1.0,Kính khoáng Mineral,Nhật Bản,Tốt quá
GSHOCK 2100,GAB21001A1DR,VNPAYTGDD4,50000,100000,VNPAY-QR,4154000,5539000,84.0,Nam,45.4,11.9,Ánh sáng,20.0,Kính khoáng Mineral,Nhật Bản,"Bang for bucks, giá này đã có đủ Tough Solar và Bluetooth, thêm Carbon Core Guard chống sốc nữa. Rất thích phối màu blackonblack này, đeo rất ngầu và lowkey, tuy sẽ hơi khó đọc số tí. Ai thích mặt số nổi dễ đọc có thể mua bản BNR phối màu đen đỏ."
CASIO,AEQ120W2AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1020000,1723000,120.0,Nam,51.0,16.8,Pin,10.0,Nhựa,Nhật Bản,Không biết bật đèn để xem giờ buổi tối ak shop
